date,homeTeam,awayTeam,homeScore,awayScore
2021-02-27T00:00:00Z,West Brom,Brighton,1,0
2021-02-27T00:00:00Z,Leeds,Aston Villa,0,1
2021-02-27T00:00:00Z,Newcastle,Wolves,1,1
2021-02-28T00:00:00Z,Crystal Palace,Fulham,0,0
2021-02-28T00:00:00Z,Leicester,Arsenal,1,3
2021-02-28T00:00:00Z,Tottenham,Burnley,4,0
2021-02-28T00:00:00Z,Chelsea,Man United,0,0
2021-02-28T00:00:00Z,Sheffield United,Liverpool,0,2
2021-03-01T00:00:00Z,Everton,Southampton,1,0
2021-03-02T00:00:00Z,Man City,Wolves,4,1
2021-03-03T00:00:00Z,Burnley,Leicester,1,1
2021-03-03T00:00:00Z,Sheffield United,Aston Villa,1,0
2021-03-03T00:00:00Z,Crystal Palace,Man United,0,0
2021-03-04T00:00:00Z,Fulham,Tottenham,0,1
2021-03-04T00:00:00Z,West Brom,Everton,0,1
2021-03-04T00:00:00Z,Liverpool,Chelsea,0,1
2021-03-06T00:00:00Z,Burnley,Arsenal,1,1
2021-03-06T00:00:00Z,Sheffield United,Southampton,0,2
2021-03-06T00:00:00Z,Aston Villa,Wolves,0,0
2021-03-06T00:00:00Z,Brighton,Leicester,1,2
2021-03-07T00:00:00Z,West Brom,Newcastle,0,0
2021-03-07T00:00:00Z,Liverpool,Fulham,0,1
2021-03-07T00:00:00Z,Man City,Man United,0,2
2021-03-07T00:00:00Z,Tottenham,Crystal Palace,4,1
2021-03-08T00:00:00Z,Chelsea,Everton,2,0
2021-03-08T00:00:00Z,West Ham,Leeds,2,0
2021-03-10T00:00:00Z,Man City,Southampton,5,2
2021-03-12T00:00:00Z,Newcastle,Aston Villa,1,1
2021-03-13T00:00:00Z,Leeds,Chelsea,0,0
2021-03-13T00:00:00Z,Crystal Palace,West Brom,1,0
2021-03-13T00:00:00Z,Everton,Burnley,1,2
2021-03-13T00:00:00Z,Fulham,Man City,0,3
2021-03-14T00:00:00Z,Southampton,Brighton,1,2
2021-03-14T00:00:00Z,Leicester,Sheffield United,5,0
2021-03-14T00:00:00Z,Arsenal,Tottenham,2,1
2021-03-14T00:00:00Z,Man United,West Ham,1,0
2021-03-15T00:00:00Z,Wolves,Liverpool,0,1
2021-03-19T00:00:00Z,Fulham,Leeds,1,2
2021-03-20T00:00:00Z,Brighton,Newcastle,3,0
2021-03-21T00:00:00Z,West Ham,Arsenal,3,3
2021-03-21T00:00:00Z,Aston Villa,Tottenham,0,2
2021-04-03T00:00:00Z,Chelsea,West Brom,2,5
2021-04-03T00:00:00Z,Leeds,Sheffield United,2,1
2021-04-03T00:00:00Z,Leicester,Man City,0,2
2021-04-03T00:00:00Z,Arsenal,Liverpool,0,3
2021-04-04T00:00:00Z,Southampton,Burnley,3,2
2021-04-04T00:00:00Z,Newcastle,Tottenham,2,2
2021-04-04T00:00:00Z,Aston Villa,Fulham,3,1
2021-04-04T00:00:00Z,Man United,Brighton,2,1
2021-04-05T00:00:00Z,Everton,Crystal Palace,1,1
2021-04-05T00:00:00Z,Wolves,West Ham,2,3
2021-04-09T00:00:00Z,Fulham,Wolves,0,1
2021-04-10T00:00:00Z,Man City,Leeds,1,2
2021-04-10T00:00:00Z,Liverpool,Aston Villa,2,1
2021-04-10T00:00:00Z,Crystal Palace,Chelsea,1,4
2021-04-11T00:00:00Z,Burnley,Newcastle,1,2
2021-04-11T00:00:00Z,West Ham,Leicester,3,2
2021-04-11T00:00:00Z,Tottenham,Man United,1,3
2021-04-11T00:00:00Z,Sheffield United,Arsenal,0,3
2021-04-12T00:00:00Z,West Brom,Southampton,3,0
2021-04-12T00:00:00Z,Brighton,Everton,0,0
2021-04-16T00:00:00Z,Everton,Tottenham,2,2
2021-04-17T00:00:00Z,Newcastle,West Ham,3,2
2021-04-17T00:00:00Z,Wolves,Sheffield United,1,0
2021-04-18T00:00:00Z,Arsenal,Fulham,1,1
2021-04-18T00:00:00Z,Man United,Burnley,3,1
2021-04-19T00:00:00Z,Leeds,Liverpool,1,1
2021-04-20T00:00:00Z,Chelsea,Brighton,0,0
2021-04-21T00:00:00Z,Tottenham,Southampton,2,1
2021-04-21T00:00:00Z,Aston Villa,Man City,1,2
2021-04-22T00:00:00Z,Leicester,West Brom,3,0
2021-04-23T00:00:00Z,Arsenal,Everton,0,1
2021-04-24T00:00:00Z,Liverpool,Newcastle,1,1
2021-04-24T00:00:00Z,West Ham,Chelsea,0,1
2021-04-24T00:00:00Z,Sheffield United,Brighton,1,0
2021-04-25T00:00:00Z,Wolves,Burnley,0,4
2021-04-25T00:00:00Z,Leeds,Man United,0,0
2021-04-25T00:00:00Z,Aston Villa,West Brom,2,2
2021-04-26T00:00:00Z,Leicester,Crystal Palace,2,1
2021-04-30T00:00:00Z,Southampton,Leicester,1,1
2021-05-01T00:00:00Z,Crystal Palace,Man City,0,2
2021-05-01T00:00:00Z,Brighton,Leeds,2,0
2021-05-01T00:00:00Z,Chelsea,Fulham,2,0
2021-05-01T00:00:00Z,Everton,Aston Villa,1,2
2021-05-02T00:00:00Z,Newcastle,Arsenal,0,2
2021-05-02T00:00:00Z,Tottenham,Sheffield United,4,0
2021-05-03T00:00:00Z,West Brom,Wolves,1,1
2021-05-03T00:00:00Z,Burnley,West Ham,1,2
2021-05-07T00:00:00Z,Leicester,Newcastle,2,4
2021-05-08T00:00:00Z,Leeds,Tottenham,3,1
2021-05-08T00:00:00Z,Sheffield United,Crystal Palace,0,2
2021-05-08T00:00:00Z,Man City,Chelsea,1,2
2021-05-08T00:00:00Z,Liverpool,Southampton,2,0
2021-05-09T00:00:00Z,Wolves,Brighton,2,1
2021-05-09T00:00:00Z,Aston Villa,Man United,1,3
2021-05-09T00:00:00Z,West Ham,Everton,0,1
2021-05-09T00:00:00Z,Arsenal,West Brom,3,1
2021-05-10T00:00:00Z,Fulham,Burnley,0,2
2021-05-11T00:00:00Z,Man United,Leicester,1,2
2021-05-11T00:00:00Z,Southampton,Crystal Palace,3,1
2021-05-12T00:00:00Z,Chelsea,Arsenal,0,1
2021-05-13T00:00:00Z,Aston Villa,Everton,0,0
2021-05-13T00:00:00Z,Man United,Liverpool,2,4
2021-05-14T00:00:00Z,Newcastle,Man City,3,4
2021-05-15T00:00:00Z,Burnley,Leeds,0,4
2021-05-15T00:00:00Z,Southampton,Fulham,3,1
2021-05-15T00:00:00Z,Brighton,West Ham,1,1
2021-05-16T00:00:00Z,Crystal Palace,Aston Villa,3,2
2021-05-16T00:00:00Z,Tottenham,Wolves,2,0
2021-05-16T00:00:00Z,West Brom,Liverpool,1,2
2021-05-16T00:00:00Z,Everton,Sheffield United,0,1
2021-05-18T00:00:00Z,Man United,Fulham,1,1
2021-05-18T00:00:00Z,Southampton,Leeds,0,2
2021-05-18T00:00:00Z,Brighton,Man City,3,2
2021-05-18T00:00:00Z,Chelsea,Leicester,2,1
2021-05-19T00:00:00Z,Everton,Wolves,1,0
2021-05-19T00:00:00Z,Newcastle,Sheffield United,1,0
2021-05-19T00:00:00Z,Tottenham,Aston Villa,1,2
2021-05-19T00:00:00Z,Crystal Palace,Arsenal,1,3
2021-05-19T00:00:00Z,Burnley,Liverpool,0,3
2021-05-19T00:00:00Z,West Brom,West Ham,1,3
2021-05-23T00:00:00Z,Arsenal,Brighton,2,0
2021-05-23T00:00:00Z,Aston Villa,Chelsea,2,1
2021-05-23T00:00:00Z,Fulham,Newcastle,0,2
2021-05-23T00:00:00Z,Leeds,West Brom,3,1
2021-05-23T00:00:00Z,Leicester,Tottenham,2,4
2021-05-23T00:00:00Z,Liverpool,Crystal Palace,2,0
2021-05-23T00:00:00Z,Man City,Everton,5,0
2021-05-23T00:00:00Z,Sheffield United,Burnley,1,0
2021-05-23T00:00:00Z,West Ham,Southampton,3,0
2021-05-23T00:00:00Z,Wolves,Man United,1,2
2019-08-09T00:00:00Z,Liverpool,Norwich,4,1
2019-08-10T00:00:00Z,West Ham,Man City,0,5
2019-08-10T00:00:00Z,Bournemouth,Sheffield United,1,1
2019-08-10T00:00:00Z,Burnley,Southampton,3,0
2019-08-10T00:00:00Z,Crystal Palace,Everton,0,0
2019-08-10T00:00:00Z,Watford,Brighton,0,3
2019-08-10T00:00:00Z,Tottenham,Aston Villa,3,1
2019-08-11T00:00:00Z,Leicester,Wolves,0,0
2019-08-11T00:00:00Z,Newcastle,Arsenal,0,1
2019-08-11T00:00:00Z,Man United,Chelsea,4,0
2019-08-17T00:00:00Z,Arsenal,Burnley,2,1
2019-08-17T00:00:00Z,Aston Villa,Bournemouth,1,2
2019-08-17T00:00:00Z,Brighton,West Ham,1,1
2019-08-17T00:00:00Z,Everton,Watford,1,0
2019-08-17T00:00:00Z,Norwich,Newcastle,3,1
2019-08-17T00:00:00Z,Southampton,Liverpool,1,2
2019-08-17T00:00:00Z,Man City,Tottenham,2,2
2019-08-18T00:00:00Z,Sheffield United,Crystal Palace,1,0
2019-08-18T00:00:00Z,Chelsea,Leicester,1,1
2019-08-19T00:00:00Z,Wolves,Man United,1,1
2019-08-23T00:00:00Z,Aston Villa,Everton,2,0
2019-08-24T00:00:00Z,Norwich,Chelsea,2,3
2019-08-24T00:00:00Z,Brighton,Southampton,0,2
2019-08-24T00:00:00Z,Man United,Crystal Palace,1,2
2019-08-24T00:00:00Z,Sheffield United,Leicester,1,2
2019-08-24T00:00:00Z,Watford,West Ham,1,3
2019-08-24T00:00:00Z,Liverpool,Arsenal,3,1
2019-08-25T00:00:00Z,Bournemouth,Man City,1,3
2019-08-25T00:00:00Z,Tottenham,Newcastle,0,1
2019-08-25T00:00:00Z,Wolves,Burnley,1,1
2019-08-31T00:00:00Z,Southampton,Man United,1,1
2019-08-31T00:00:00Z,Chelsea,Sheffield United,2,2
2019-08-31T00:00:00Z,Crystal Palace,Aston Villa,1,0
2019-08-31T00:00:00Z,Leicester,Bournemouth,3,1
2019-08-31T00:00:00Z,Man City,Brighton,4,0
2019-08-31T00:00:00Z,Newcastle,Watford,1,1
2019-08-31T00:00:00Z,West Ham,Norwich,2,0
2019-08-31T00:00:00Z,Burnley,Liverpool,0,3
2019-09-01T00:00:00Z,Everton,Wolves,3,2
2019-09-01T00:00:00Z,Arsenal,Tottenham,2,2
2019-09-14T00:00:00Z,Liverpool,Newcastle,3,1
2019-09-14T00:00:00Z,Brighton,Burnley,1,1
2019-09-14T00:00:00Z,Man United,Leicester,1,0
2019-09-14T00:00:00Z,Sheffield United,Southampton,0,1
2019-09-14T00:00:00Z,Tottenham,Crystal Palace,4,0
2019-09-14T00:00:00Z,Wolves,Chelsea,2,5
2019-09-14T00:00:00Z,Norwich,Man City,3,2
2019-09-15T00:00:00Z,Bournemouth,Everton,3,1
2019-09-15T00:00:00Z,Watford,Arsenal,2,2
2019-09-16T00:00:00Z,Aston Villa,West Ham,0,0
2019-09-20T00:00:00Z,Southampton,Bournemouth,1,3
2019-09-21T00:00:00Z,Leicester,Tottenham,2,1
2019-09-21T00:00:00Z,Burnley,Norwich,2,0
2019-09-21T00:00:00Z,Everton,Sheffield United,0,2
2019-09-21T00:00:00Z,Man City,Watford,8,0
2019-09-21T00:00:00Z,Newcastle,Brighton,0,0
2019-09-22T00:00:00Z,Crystal Palace,Wolves,1,1
2019-09-22T00:00:00Z,West Ham,Man United,2,0
2019-09-22T00:00:00Z,Arsenal,Aston Villa,3,2
2019-09-22T00:00:00Z,Chelsea,Liverpool,1,2
2019-09-28T00:00:00Z,Sheffield United,Liverpool,0,1
2019-09-28T00:00:00Z,Aston Villa,Burnley,2,2
2019-09-28T00:00:00Z,Bournemouth,West Ham,2,2
2019-09-28T00:00:00Z,Chelsea,Brighton,2,0
2019-09-28T00:00:00Z,Crystal Palace,Norwich,2,0
2019-09-28T00:00:00Z,Tottenham,Southampton,2,1
2019-09-28T00:00:00Z,Wolves,Watford,2,0
2019-09-28T00:00:00Z,Everton,Man City,1,3
2019-09-29T00:00:00Z,Leicester,Newcastle,5,0
2019-09-30T00:00:00Z,Man United,Arsenal,1,1
2019-10-05T00:00:00Z,Brighton,Tottenham,3,0
2019-10-05T00:00:00Z,Burnley,Everton,1,0
2019-10-05T00:00:00Z,Liverpool,Leicester,2,1
2019-10-05T00:00:00Z,Norwich,Aston Villa,1,5
2019-10-05T00:00:00Z,Watford,Sheffield United,0,0
2019-10-05T00:00:00Z,West Ham,Crystal Palace,1,2
2019-10-06T00:00:00Z,Arsenal,Bournemouth,1,0
2019-10-06T00:00:00Z,Man City,Wolves,0,2
2019-10-06T00:00:00Z,Southampton,Chelsea,1,4
2019-10-06T00:00:00Z,Newcastle,Man United,1,0
2019-10-19T00:00:00Z,Everton,West Ham,2,0
2019-10-19T00:00:00Z,Aston Villa,Brighton,2,1
2019-10-19T00:00:00Z,Bournemouth,Norwich,0,0
2019-10-19T00:00:00Z,Chelsea,Newcastle,1,0
2019-10-19T00:00:00Z,Leicester,Burnley,2,1
2019-10-19T00:00:00Z,Tottenham,Watford,1,1
2019-10-19T00:00:00Z,Wolves,Southampton,1,1
2019-10-19T00:00:00Z,Crystal Palace,Man City,0,2
2019-10-20T00:00:00Z,Man United,Liverpool,1,1
2019-10-21T00:00:00Z,Sheffield United,Arsenal,1,0
2019-10-25T00:00:00Z,Southampton,Leicester,0,9
2019-10-26T00:00:00Z,Man City,Aston Villa,3,0
2019-10-26T00:00:00Z,Brighton,Everton,3,2
2019-10-26T00:00:00Z,Watford,Bournemouth,0,0
2019-10-26T00:00:00Z,West Ham,Sheffield United,1,1
2019-10-26T00:00:00Z,Burnley,Chelsea,2,4
2019-10-27T00:00:00Z,Newcastle,Wolves,1,1
2019-10-27T00:00:00Z,Arsenal,Crystal Palace,2,2
2019-10-27T00:00:00Z,Liverpool,Tottenham,2,1
2019-10-27T00:00:00Z,Norwich,Man United,1,3
2019-11-02T00:00:00Z,Bournemouth,Man United,1,0
2019-11-02T00:00:00Z,Arsenal,Wolves,1,1
2019-11-02T00:00:00Z,Aston Villa,Liverpool,1,2
2019-11-02T00:00:00Z,Brighton,Norwich,2,0
2019-11-02T00:00:00Z,Man City,Southampton,2,1
2019-11-02T00:00:00Z,Sheffield United,Burnley,3,0
2019-11-02T00:00:00Z,West Ham,Newcastle,2,3
2019-11-02T00:00:00Z,Watford,Chelsea,1,2
2019-11-03T00:00:00Z,Crystal Palace,Leicester,0,2
2019-11-03T00:00:00Z,Everton,Tottenham,1,1
2019-11-08T00:00:00Z,Norwich,Watford,0,2
2019-11-09T00:00:00Z,Chelsea,Crystal Palace,2,0
2019-11-09T00:00:00Z,Burnley,West Ham,3,0
2019-11-09T00:00:00Z,Newcastle,Bournemouth,2,1
2019-11-09T00:00:00Z,Southampton,Everton,1,2
2019-11-09T00:00:00Z,Tottenham,Sheffield United,1,1
2019-11-09T00:00:00Z,Leicester,Arsenal,2,0
2019-11-10T00:00:00Z,Man United,Brighton,3,1
2019-11-10T00:00:00Z,Wolves,Aston Villa,2,1
2019-11-10T00:00:00Z,Liverpool,Man City,3,1
2019-11-23T00:00:00Z,West Ham,Tottenham,2,3
2019-11-23T00:00:00Z,Arsenal,Southampton,2,2
2019-11-23T00:00:00Z,Bournemouth,Wolves,1,2
2019-11-23T00:00:00Z,Brighton,Leicester,0,2
2019-11-23T00:00:00Z,Crystal Palace,Liverpool,1,2
2019-11-23T00:00:00Z,Everton,Norwich,0,2
2019-11-23T00:00:00Z,Watford,Burnley,0,3
2019-11-23T00:00:00Z,Man City,Chelsea,2,1
2019-11-24T00:00:00Z,Sheffield United,Man United,3,3
2019-11-25T00:00:00Z,Aston Villa,Newcastle,2,0
2019-11-30T00:00:00Z,Newcastle,Man City,2,2
2019-11-30T00:00:00Z,Burnley,Crystal Palace,0,2
2019-11-30T00:00:00Z,Chelsea,West Ham,0,1
2019-11-30T00:00:00Z,Liverpool,Brighton,2,1
2019-11-30T00:00:00Z,Tottenham,Bournemouth,3,2
2019-11-30T00:00:00Z,Southampton,Watford,2,1
2019-12-01T00:00:00Z,Norwich,Arsenal,2,2
2019-12-01T00:00:00Z,Wolves,Sheffield United,1,1
2019-12-01T00:00:00Z,Leicester,Everton,2,1
2019-12-01T00:00:00Z,Man United,Aston Villa,2,2
2019-12-03T00:00:00Z,Crystal Palace,Bournemouth,1,0
2019-12-03T00:00:00Z,Burnley,Man City,1,4
2019-12-04T00:00:00Z,Chelsea,Aston Villa,2,1
2019-12-04T00:00:00Z,Leicester,Watford,2,0
2019-12-04T00:00:00Z,Man United,Tottenham,2,1
2019-12-04T00:00:00Z,Southampton,Norwich,2,1
2019-12-04T00:00:00Z,Wolves,West Ham,2,0
2019-12-04T00:00:00Z,Liverpool,Everton,5,2
2019-12-05T00:00:00Z,Sheffield United,Newcastle,0,2
2019-12-05T00:00:00Z,Arsenal,Brighton,1,2
2019-12-07T00:00:00Z,Everton,Chelsea,3,1
2019-12-07T00:00:00Z,Bournemouth,Liverpool,0,3
2019-12-07T00:00:00Z,Tottenham,Burnley,5,0
2019-12-07T00:00:00Z,Watford,Crystal Palace,0,0
2019-12-07T00:00:00Z,Man City,Man United,1,2
2019-12-08T00:00:00Z,Aston Villa,Leicester,1,4
2019-12-08T00:00:00Z,Newcastle,Southampton,2,1
2019-12-08T00:00:00Z,Norwich,Sheffield United,1,2
2019-12-08T00:00:00Z,Brighton,Wolves,2,2
2019-12-09T00:00:00Z,West Ham,Arsenal,1,3
2019-12-14T00:00:00Z,Liverpool,Watford,2,0
2019-12-14T00:00:00Z,Burnley,Newcastle,1,0
2019-12-14T00:00:00Z,Chelsea,Bournemouth,0,1
2019-12-14T00:00:00Z,Leicester,Norwich,1,1
2019-12-14T00:00:00Z,Sheffield United,Aston Villa,2,0
2019-12-14T00:00:00Z,Southampton,West Ham,0,1
2019-12-15T00:00:00Z,Man United,Everton,1,1
2019-12-15T00:00:00Z,Wolves,Tottenham,1,2
2019-12-15T00:00:00Z,Arsenal,Man City,0,3
2019-12-16T00:00:00Z,Crystal Palace,Brighton,1,1
2019-12-21T00:00:00Z,Everton,Arsenal,0,0
2019-12-21T00:00:00Z,Aston Villa,Southampton,1,3
2019-12-21T00:00:00Z,Bournemouth,Burnley,0,1
2019-12-21T00:00:00Z,Brighton,Sheffield United,0,1
2019-12-21T00:00:00Z,Newcastle,Crystal Palace,1,0
2019-12-21T00:00:00Z,Norwich,Wolves,1,2
2019-12-21T00:00:00Z,Man City,Leicester,3,1
2019-12-22T00:00:00Z,Watford,Man United,2,0
2019-12-22T00:00:00Z,Tottenham,Chelsea,0,2
2019-12-26T00:00:00Z,Tottenham,Brighton,2,1
2019-12-26T00:00:00Z,Aston Villa,Norwich,1,0
2019-12-26T00:00:00Z,Bournemouth,Arsenal,1,1
2019-12-26T00:00:00Z,Chelsea,Southampton,0,2
2019-12-26T00:00:00Z,Crystal Palace,West Ham,2,1
2019-12-26T00:00:00Z,Everton,Burnley,1,0
2019-12-26T00:00:00Z,Sheffield United,Watford,1,1
2019-12-26T00:00:00Z,Man United,Newcastle,4,1
2019-12-26T00:00:00Z,Leicester,Liverpool,0,4
2019-12-27T00:00:00Z,Wolves,Man City,3,2
2019-12-28T00:00:00Z,Brighton,Bournemouth,2,0
2019-12-28T00:00:00Z,Newcastle,Everton,1,2
2019-12-28T00:00:00Z,Southampton,Crystal Palace,1,1
2019-12-28T00:00:00Z,Watford,Aston Villa,3,0
2019-12-28T00:00:00Z,Norwich,Tottenham,2,2
2019-12-28T00:00:00Z,West Ham,Leicester,1,2
2019-12-28T00:00:00Z,Burnley,Man United,0,2
2019-12-29T00:00:00Z,Arsenal,Chelsea,1,2
2019-12-29T00:00:00Z,Liverpool,Wolves,1,0
2019-12-29T00:00:00Z,Man City,Sheffield United,2,0
2020-01-01T00:00:00Z,Brighton,Chelsea,1,1
2020-01-01T00:00:00Z,Burnley,Aston Villa,1,2
2020-01-01T00:00:00Z,Newcastle,Leicester,0,3
2020-01-01T00:00:00Z,Southampton,Tottenham,1,0
2020-01-01T00:00:00Z,Watford,Wolves,2,1
2020-01-01T00:00:00Z,Man City,Everton,2,1
2020-01-01T00:00:00Z,Norwich,Crystal Palace,1,1
2020-01-01T00:00:00Z,West Ham,Bournemouth,4,0
2020-01-01T00:00:00Z,Arsenal,Man United,2,0
2020-01-02T00:00:00Z,Liverpool,Sheffield United,2,0
2020-01-10T00:00:00Z,Sheffield United,West Ham,1,0
2020-01-11T00:00:00Z,Crystal Palace,Arsenal,1,1
2020-01-11T00:00:00Z,Chelsea,Burnley,3,0
2020-01-11T00:00:00Z,Everton,Brighton,1,0
2020-01-11T00:00:00Z,Leicester,Southampton,1,2
2020-01-11T00:00:00Z,Man United,Norwich,4,0
2020-01-11T00:00:00Z,Wolves,Newcastle,1,1
2020-01-11T00:00:00Z,Tottenham,Liverpool,0,1
2020-01-12T00:00:00Z,Bournemouth,Watford,0,3
2020-01-12T00:00:00Z,Aston Villa,Man City,1,6
2020-01-18T00:00:00Z,Watford,Tottenham,0,0
2020-01-18T00:00:00Z,Arsenal,Sheffield United,1,1
2020-01-18T00:00:00Z,Brighton,Aston Villa,1,1
2020-01-18T00:00:00Z,Man City,Crystal Palace,2,2
2020-01-18T00:00:00Z,Norwich,Bournemouth,1,0
2020-01-18T00:00:00Z,Southampton,Wolves,2,3
2020-01-18T00:00:00Z,West Ham,Everton,1,1
2020-01-18T00:00:00Z,Newcastle,Chelsea,1,0
2020-01-19T00:00:00Z,Burnley,Leicester,2,1
2020-01-19T00:00:00Z,Liverpool,Man United,2,0
2020-01-21T00:00:00Z,Aston Villa,Watford,2,1
2020-01-21T00:00:00Z,Bournemouth,Brighton,3,1
2020-01-21T00:00:00Z,Crystal Palace,Southampton,0,2
2020-01-21T00:00:00Z,Everton,Newcastle,2,2
2020-01-21T00:00:00Z,Sheffield United,Man City,0,1
2020-01-21T00:00:00Z,Chelsea,Arsenal,2,2
2020-01-22T00:00:00Z,Leicester,West Ham,4,1
2020-01-22T00:00:00Z,Tottenham,Norwich,2,1
2020-01-22T00:00:00Z,Man United,Burnley,0,2
2020-01-23T00:00:00Z,Wolves,Liverpool,1,2
2020-01-29T00:00:00Z,West Ham,Liverpool,0,2
2020-02-01T00:00:00Z,Leicester,Chelsea,2,2
2020-02-01T00:00:00Z,Bournemouth,Aston Villa,2,1
2020-02-01T00:00:00Z,Crystal Palace,Sheffield United,0,1
2020-02-01T00:00:00Z,Liverpool,Southampton,4,0
2020-02-01T00:00:00Z,Newcastle,Norwich,0,0
2020-02-01T00:00:00Z,Watford,Everton,2,3
2020-02-01T00:00:00Z,West Ham,Brighton,3,3
2020-02-01T00:00:00Z,Man United,Wolves,0,0
2020-02-02T00:00:00Z,Burnley,Arsenal,0,0
2020-02-02T00:00:00Z,Tottenham,Man City,2,0
2020-02-08T00:00:00Z,Everton,Crystal Palace,3,1
2020-02-08T00:00:00Z,Brighton,Watford,1,1
2020-02-09T00:00:00Z,Sheffield United,Bournemouth,2,1
2020-02-14T00:00:00Z,Wolves,Leicester,0,0
2020-02-15T00:00:00Z,Southampton,Burnley,1,2
2020-02-15T00:00:00Z,Norwich,Liverpool,0,1
2020-02-16T00:00:00Z,Aston Villa,Tottenham,2,3
2020-02-16T00:00:00Z,Arsenal,Newcastle,4,0
2020-02-17T00:00:00Z,Chelsea,Man United,0,2
2020-02-19T00:00:00Z,Man City,West Ham,2,0
2020-02-22T00:00:00Z,Chelsea,Tottenham,2,1
2020-02-22T00:00:00Z,Burnley,Bournemouth,3,0
2020-02-22T00:00:00Z,Crystal Palace,Newcastle,1,0
2020-02-22T00:00:00Z,Sheffield United,Brighton,1,1
2020-02-22T00:00:00Z,Southampton,Aston Villa,2,0
2020-02-22T00:00:00Z,Leicester,Man City,0,1
2020-02-23T00:00:00Z,Man United,Watford,3,0
2020-02-23T00:00:00Z,Wolves,Norwich,3,0
2020-02-23T00:00:00Z,Arsenal,Everton,3,2
2020-02-24T00:00:00Z,Liverpool,West Ham,3,2
2020-02-28T00:00:00Z,Norwich,Leicester,1,0
2020-02-29T00:00:00Z,Brighton,Crystal Palace,0,1
2020-02-29T00:00:00Z,Bournemouth,Chelsea,2,2
2020-02-29T00:00:00Z,Newcastle,Burnley,0,0
2020-02-29T00:00:00Z,West Ham,Southampton,3,1
2020-02-29T00:00:00Z,Watford,Liverpool,3,0
2020-03-01T00:00:00Z,Everton,Man United,1,1
2020-03-01T00:00:00Z,Tottenham,Wolves,2,3
2020-03-07T00:00:00Z,Liverpool,Bournemouth,2,1
2020-03-07T00:00:00Z,Arsenal,West Ham,1,0
2020-03-07T00:00:00Z,Crystal Palace,Watford,1,0
2020-03-07T00:00:00Z,Sheffield United,Norwich,1,0
2020-03-07T00:00:00Z,Southampton,Newcastle,0,1
2020-03-07T00:00:00Z,Wolves,Brighton,0,0
2020-03-07T00:00:00Z,Burnley,Tottenham,1,1
2020-03-08T00:00:00Z,Chelsea,Everton,4,0
2020-03-08T00:00:00Z,Man United,Man City,2,0
2020-03-09T00:00:00Z,Leicester,Aston Villa,4,0
2020-06-17T00:00:00Z,Aston Villa,Sheffield United,0,0
2020-06-17T00:00:00Z,Man City,Arsenal,3,0
2020-06-19T00:00:00Z,Norwich,Southampton,0,3
2020-06-19T00:00:00Z,Tottenham,Man United,1,1
2020-06-20T00:00:00Z,Watford,Leicester,1,1
2020-06-20T00:00:00Z,Brighton,Arsenal,2,1
2020-06-20T00:00:00Z,West Ham,Wolves,0,2
2020-06-20T00:00:00Z,Bournemouth,Crystal Palace,0,2
2020-06-21T00:00:00Z,Newcastle,Sheffield United,3,0
2020-06-21T00:00:00Z,Aston Villa,Chelsea,1,2
2020-06-21T00:00:00Z,Everton,Liverpool,0,0
2020-06-22T00:00:00Z,Man City,Burnley,5,0
2020-06-23T00:00:00Z,Leicester,Brighton,0,0
2020-06-23T00:00:00Z,Tottenham,West Ham,2,0
2020-06-24T00:00:00Z,Man United,Sheffield United,3,0
2020-06-24T00:00:00Z,Newcastle,Aston Villa,1,1
2020-06-24T00:00:00Z,Norwich,Everton,0,1
2020-06-24T00:00:00Z,Wolves,Bournemouth,1,0
2020-06-24T00:00:00Z,Liverpool,Crystal Palace,4,0
2020-06-25T00:00:00Z,Burnley,Watford,1,0
2020-06-25T00:00:00Z,Southampton,Arsenal,0,2
2020-06-25T00:00:00Z,Chelsea,Man City,2,1
2020-06-27T00:00:00Z,Aston Villa,Wolves,0,1
2020-06-28T00:00:00Z,Watford,Southampton,1,3
2020-06-29T00:00:00Z,Crystal Palace,Burnley,0,1
2020-06-30T00:00:00Z,Brighton,Man United,0,3
2020-07-01T00:00:00Z,Arsenal,Norwich,4,0
2020-07-01T00:00:00Z,Bournemouth,Newcastle,1,4
2020-07-01T00:00:00Z,Everton,Leicester,2,1
2020-07-01T00:00:00Z,West Ham,Chelsea,3,2
2020-07-02T00:00:00Z,Sheffield United,Tottenham,3,1
2020-07-02T00:00:00Z,Man City,Liverpool,4,0
2020-07-04T00:00:00Z,Norwich,Brighton,0,1
2020-07-04T00:00:00Z,Leicester,Crystal Palace,3,0
2020-07-04T00:00:00Z,Man United,Bournemouth,5,2
2020-07-04T00:00:00Z,Wolves,Arsenal,0,2
2020-07-04T00:00:00Z,Chelsea,Watford,3,0
2020-07-05T00:00:00Z,Burnley,Sheffield United,1,1
2020-07-05T00:00:00Z,Newcastle,West Ham,2,2
2020-07-05T00:00:00Z,Liverpool,Aston Villa,2,0
2020-07-05T00:00:00Z,Southampton,Man City,1,0
2020-07-06T00:00:00Z,Tottenham,Everton,1,0
2020-07-07T00:00:00Z,Crystal Palace,Chelsea,2,3
2020-07-07T00:00:00Z,Watford,Norwich,2,1
2020-07-07T00:00:00Z,Arsenal,Leicester,1,1
2020-07-08T00:00:00Z,Man City,Newcastle,5,0
2020-07-08T00:00:00Z,Sheffield United,Wolves,1,0
